1267381049564127200,305435967,"@wakya_u もうこれわかんねえな","highly-anonymous","Caleb"
1267380726514610200,305435967,"@wakya_u なのなのなのですなのですなのな〜！","highly-anonymous","Caleb"
1267380113189990400,305435967,"@wakya_u なのなのよ〜？！","highly-anonymous","Caleb"
1267356047863238700,305435967,"校長先生の話を 1分47秒 聞きました。 https://t.co/oZe9l5grbP","highly-anonymous","Caleb"
1267354856274067500,305435967,"研究室の新人いびりに備えて寝る","highly-anonymous","Caleb"
1267322206528270300,305435967,"メモ帳とか言う最強のエディタ卍","highly-anonymous","Caleb"
1267315571659427800,305435967,"BizonでAIM力一本勝負 https://t.co/Jj5l6BDdV1","highly-anonymous","Caleb"
1267302607892054000,305435967,"@kinky9gentleman タイラップを崇めよ","highly-anonymous","Caleb"
1267292689747173400,305435967,"「動いてる山下達郎」ってｗ
絶滅危惧種かあるいはツチノコかというような感じでございますけれどもw https://t.co/jGMC63S637","highly-anonymous","Caleb"
1267292102011965400,305435967,"動いている山下達郎コレクション/Tatsuro Yamashita Live Movie https://t.co/5vx1dA3doU @YouTubeより","highly-anonymous","Caleb"
1267291556219740200,305435967,"ソニー、まだMusic Centre for PCあきらめてないのかｗ
落としておいてよかったMediaGo","highly-anonymous","Caleb"
1267289097510375400,305435967,"ここのゴムバンドが伸びてまうのAKGの宿命よなあ、なんとかならんのか https://t.co/RW1Be9MzxN","highly-anonymous","Caleb"
1258999294662635500,1078078772,"@DynastyFF_KyleM 1.05 - After Burrow &amp; Tua, CEH &amp; Taylor. Lock could always be better than Burrow of course .. but… https://t.co/8m3q6YNVHT","highly-anonymous","Caleb"
1258147598042464300,1078078772,"Look I don't want to question your crystal balls @DynastyRich.. but there's something odd about these rankings 🤔 https://t.co/sGDlpVqFYb","highly-anonymous","Caleb"
1257967677567463400,1078078772,"@SNFonNBC https://t.co/h6S6tb2RkB","highly-anonymous","Caleb"
1257966266804875300,1078078772,"@KyleYNFL C'mon Kyle, that's just making today a perfect day https://t.co/vvXXBn6GYc","highly-anonymous","Caleb"
1256641135008596000,1078078772,"@RyanMc23 As evidence, I've been offered Kamara for CEH + Damien Williams. Ryan, do you side with the rookie or Kamara?","highly-anonymous","Caleb"
1256640302548279300,1078078772,"@DynastyFBDigest What's the right play here? I've read your thoughts on Kamara for 2020 but also the CEH landing sp… https://t.co/zLDj8J99O5","highly-anonymous","Caleb"
1256207622983671800,1078078772,"Hi @MikeClayNFL , I always appreciate your advice. In a ppr dynasty trade giving CEH &amp; Damien Williams .. to get Ka… https://t.co/PNo8aQA3Ah","highly-anonymous","Caleb"
1256167377651171300,1078078772,"@DynastyFF_KyleM @dynastradamus Do you think the 1.01 is also overhyped? I can buy Kamara in ppr for CEH, Damien Wi… https://t.co/5NhWIXuIEv","highly-anonymous","Caleb"
1255414355065217000,1078078772,"@DynastyRich @DynastyNerds Thanks very much Rich. Does that mean you don't expect CEH to reach that top tier? Or ju… https://t.co/wrl3nx0kmK","highly-anonymous","Caleb"
1255396494347325400,1078078772,"@DynastyRich @DynastyNerds Guy wants me to send CEH, Damien Williams &amp; a 2021 2nd for Kamara. You making that trade?","highly-anonymous","Caleb"
1255305891596906500,1078078772,"@ItsFFBetch @DynastyFF_KyleM Feels like a late 2nd / Early 3rd kind of deal","highly-anonymous","Caleb"
1255305396681572400,1078078772,"Hi @MikeClayNFL - As a CEH guy, I'd love your dynasty advice. In 12 team PPR, I can buy Kamara for Edwards-Helaire,… https://t.co/RhGZjB4eFN","highly-anonymous","Caleb"
1255226940677595100,1078078772,"@DynastyPrice Thanks Garret 👍","highly-anonymous","Caleb"
1255067854702932000,1078078772,"Hi Nerds, in my 10 team SF with 2.0ppr TE premium, Gronk is on waivers, which reopen in a week. With such inflated… https://t.co/A6O3uyTpNS","highly-anonymous","Caleb"
1252085434017964000,1078078772,"@jasonffl The Witcher 3 is the greatest video game world I've 'lived in' - maybe tied with Red Dead. The Witcher si… https://t.co/DZdnesLxFa","highly-anonymous","Caleb"
1249578701970276400,1078078772,"Hi @DynastyFF_KyleM , with Cam Newton still a FA, what range of pick would you be spending to acquire him now in 12… https://t.co/tWCq6I178F","highly-anonymous","Caleb"
1248984877128507400,1078078772,"@JodySmithNFL Happy birthday Brandon .. from Brisbane, Australia","highly-anonymous","Caleb"
1247670137005600800,1078078772,"@DynastyFF_KyleM Thanks very much","highly-anonymous","Caleb"
1247669250417803300,1078078772,"@DynastyFF_KyleM Do you prefer him over Jonnu Smith? He could be primed for a breakout too?","highly-anonymous","Caleb"
1246308977727516700,1078078772,"@CommishMaGriff @FFReapers I love that Godwin side. Godwin can be a top 5 WR again .. then the pile of picks would… https://t.co/SvBdORhAN8","highly-anonymous","Caleb"
1246308298405503000,1078078772,"@LATimesklein Thanks very much Gary. Appreciate your insight","highly-anonymous","Caleb"
1246254167305228300,1078078772,"Hi @LATimesklein , I'm wondering what you think Malcolm Brown's role will be in LA this year? Is he the trusted guy… https://t.co/gAjbkmWBPy","highly-anonymous","Caleb"
1246012583850569700,1078078772,"@ScottFish24 @TheBauerClub @CommishPod Absolutely. Remove names to protect the stupid .. then reveal the best of the worst","highly-anonymous","Caleb"
1267341005763883000,198666409,"They call us monkeys but they carry the same thin ass lips as them mf’s.","highly-anonymous","Caleb"
1267254402638807000,198666409,"$mnisn 💪🏾 https://t.co/ADgbmSXMk0","highly-anonymous","Caleb"
1267197055497318400,198666409,"I’m just waiting on the big homie’s call and it’s up.","highly-anonymous","Caleb"
1266749451680481300,198666409,"No respect for any of your niggas that was on the Ford looting. Suck a dick.","highly-anonymous","Caleb"
1266539365272076300,198666409,"This is not the wave chief. https://t.co/QdbSUxWAZ7","highly-anonymous","Caleb"
1266455015356579800,198666409,"@mellowtoo_hype You ready to do a number on niggas? https://t.co/0qjsY5w8Xt","highly-anonymous","Caleb"
1266410707467239400,198666409,"Hate to bust your bubble......

Either gotta deactivate your account or follow more people for that to happen https://t.co/q8YbvB8Hpn","highly-anonymous","Caleb"
1266384782876967000,198666409,"@mellowtoo_hype Y’all still at the spot","highly-anonymous","Caleb"
1266380145490870300,198666409,"@mellowtoo_hype lmfaoooo https://t.co/jj5TxBTx8q","highly-anonymous","Caleb"
1266377020151173000,198666409,"Gibbs 2nd verse on Cataracts easily knock that out the park https://t.co/seXwrEsxiG","highly-anonymous","Caleb"
1266376168548126700,198666409,"Am I reaching for saying Alfredo might be an AOTY contender?","highly-anonymous","Caleb"
1265996862760378400,198666409,"MAPLE BACON CHICKEN https://t.co/sF5XhhQFFT","highly-anonymous","Caleb"
